name,0:00,0:15,0:30,0:45,1:00,1:15,1:30,1:45,2:00,2:15,2:30,2:45,3:00,3:15,3:30,3:45,4:00,4:15,4:30,4:45,5:00,5:15,5:30,5:45,6:00,6:15,6:30,6:45,7:00,7:15,7:30,7:45,8:00,8:15,8:30,8:45,9:00,9:15,9:30,9:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45
EV_Bus7_cur,1.000000,1.000000,1.000000,1.000000,0.755100,0.734550,0.628350,0.539250,0.480450,0.430500,0.460500,0.459900,0.463950,0.438300,0.389400,0.337800,0.239250,0.188250,0.151650,0.166200,0.184200,0.192750,0.219000,0.385200,0.696000,0.921300,0.996150,1.000000,1.000000,1.000000,1.000000,0.837300,0.540900,0.312900,0.209250,0.148200,0.181800,0.197850,0.172200,0.135600,0.104550,0.074850,0.053100,0.093300,0.071700,0.061950,0.048000,0.066750,0.376350,0.573600,0.580950,0.502800,0.433050,0.461400,0.496500,0.442800,0.300300,0.170700,0.111000,0.100200,0.077700,0.058500,0.078000,0.074850,0.056550,0.055350,0.078450,0.058200,0.070800,0.094800,0.129300,0.147300,0.143550,0.139050,0.170400,0.198150,0.269400,0.306300,0.370050,0.416250,0.365100,0.275550,0.293550,0.268200,0.187050,0.174150,0.226950,0.167550,0.149850,0.155550,0.137850,0.186150,0.177600,0.155250,0.109350,0.124500
EV_Bus7_lb,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.1500,0.1500,0.1500,0.1500,0.3000,0.3000,0.3000,0.3000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3500,0.3500,0.3500,0.3500,0.3000,0.3000,0.3000,0.3000,0.3000,0.3000,0.3000,0.3000,0.3000,0.3000,0.3000,0.3000,0.3000,0.3000,0.3000,0.3000,0.3000,0.3000,0.3000,0.3000,0.3000,0.3000,0.3000,0.3000,0.3500,0.3500,0.3500,0.3500,0.5500,0.5500,0.5500,0.5500,0.6500,0.6500,0.6500,0.6500,0.7000,0.7000,0.7000,0.7000,0.6500,0.6500,0.6500,0.6500,0.5000,0.5000,0.5000,0.5000,0.3000,0.3000,0.3000,0.3000,0.1500,0.1500,0.1500,0.1500
AC_Bus2_ub,0.236,0.236,0.236,0.236,0.219,0.219,0.219,0.219,0.208,0.208,0.208,0.208,0.201,0.201,0.201,0.201,0.213,0.213,0.213,0.213,0.241,0.241,0.241,0.241,0.287,0.287,0.287,0.287,0.352,0.352,0.352,0.352,0.431,0.431,0.431,0.431,0.568,0.568,0.568,0.568,0.847,0.847,0.847,0.847,0.861,0.861,0.861,0.861,0.729,0.729,0.729,0.729,0.853,0.853,0.853,0.853,0.868,0.868,0.868,0.868,0.879,0.879,0.879,0.879,0.872,0.872,0.872,0.872,0.798,0.798,0.798,0.798,0.714,0.714,0.714,0.714,0.683,0.683,0.683,0.683,0.652,0.652,0.652,0.652,0.597,0.597,0.597,0.597,0.428,0.428,0.428,0.428,0.315,0.315,0.315,0.315
AC_Bus2_cur,0.087,0.087,0.087,0.087,0.073,0.073,0.073,0.073,0.062,0.062,0.062,0.062,0.058,0.058,0.058,0.058,0.064,0.064,0.064,0.064,0.081,0.081,0.081,0.081,0.112,0.112,0.112,0.112,0.146,0.146,0.146,0.146,0.213,0.213,0.213,0.213,0.328,0.328,0.328,0.328,0.647,0.647,0.647,0.647,0.683,0.683,0.683,0.683,0.512,0.512,0.512,0.512,0.649,0.649,0.649,0.649,0.671,0.671,0.671,0.671,0.694,0.694,0.694,0.694,0.687,0.687,0.687,0.687,0.573,0.573,0.573,0.573,0.486,0.486,0.486,0.486,0.463,0.463,0.463,0.463,0.438,0.438,0.438,0.438,0.372,0.372,0.372,0.372,0.247,0.247,0.247,0.247,0.134,0.134,0.134,0.134
AC_Bus2_lb,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Load1_cur,0.490609,0.491118,0.491626,0.492134,0.492642,0.491621,0.490599,0.489578,0.488556,0.484952,0.481348,0.477745,0.474141,0.479793,0.485445,0.491097,0.496749,0.48236,0.46797,0.453581,0.439191,0.445875,0.452559,0.459243,0.465927,0.460788,0.45565,0.450511,0.445372,0.455136,0.4649,0.474664,0.484429,0.489567,0.494706,0.499845,0.504984,0.509604,0.514224,0.518844,0.523465,0.533229,0.542993,0.552757,0.562521,0.567152,0.571782,0.576413,0.581043,0.572301,0.563558,0.554816,0.546073,0.551212,0.556351,0.561489,0.566628,0.562008,0.557388,0.552767,0.548147,0.558933,0.569718,0.580504,0.59129,0.579467,0.567644,0.555822,0.543999,0.542459,0.540919,0.539379,0.537839,0.541951,0.546063,0.550175,0.554287,0.550693,0.5471,0.543506,0.539913,0.544533,0.549153,0.553773,0.558394,0.549661,0.540929,0.532197,0.523465,0.514732,0.506,0.497268,0.488535,0.488535,0.488535,0.488535
Load2_cur,0.50201,0.496949,0.491888,0.486828,0.481767,0.487334,0.492901,0.498467,0.504034,0.499985,0.495937,0.491888,0.48784,0.478225,0.46861,0.458995,0.44938,0.464055,0.478731,0.493407,0.508082,0.510106,0.512131,0.514155,0.516179,0.513143,0.510106,0.50707,0.504034,0.508082,0.512131,0.516179,0.520228,0.518203,0.516179,0.514155,0.512131,0.505046,0.497961,0.490876,0.483791,0.484804,0.485816,0.486828,0.48784,0.491888,0.495937,0.499985,0.504034,0.491888,0.479743,0.467598,0.455452,0.468104,0.480755,0.493407,0.506058,0.505046,0.504034,0.503022,0.50201,0.495431,0.488852,0.482273,0.475695,0.482273,0.488852,0.495431,0.50201,0.506058,0.510106,0.514155,0.518203,0.512637,0.50707,0.501504,0.495937,0.503022,0.510106,0.517191,0.524276,0.516685,0.509094,0.501504,0.493913,0.499985,0.506058,0.512131,0.518203,0.500491,0.482779,0.465067,0.447355,0.447355,0.447355,0.447355
Load3_cur,0.583843,0.587049,0.590256,0.593463,0.59667,0.585048,0.573426,0.561804,0.550182,0.549786,0.549389,0.548993,0.548597,0.551399,0.554201,0.557004,0.559806,0.567817,0.575828,0.583839,0.59185,0.587045,0.582241,0.577437,0.572633,0.576236,0.579839,0.583442,0.587045,0.581036,0.575027,0.569018,0.563009,0.567417,0.571824,0.576232,0.58064,0.581441,0.582241,0.583042,0.583843,0.586649,0.589455,0.592262,0.595068,0.596269,0.59747,0.598671,0.599872,0.598671,0.59747,0.596269,0.595068,0.588655,0.582241,0.575828,0.569414,0.57142,0.573426,0.575432,0.577437,0.579839,0.582241,0.584643,0.587045,0.595861,0.604676,0.613492,0.622308,0.631523,0.640739,0.649955,0.659171,0.653562,0.647953,0.642345,0.636736,0.629121,0.621507,0.613892,0.606278,0.605878,0.605477,0.605077,0.604676,0.604272,0.603868,0.603463,0.603059,0.602266,0.601474,0.600681,0.599888,0.599888,0.599888,0.599888
Load4_cur,0.527802,0.533022,0.538243,0.543464,0.548684,0.539547,0.53041,0.521273,0.512135,0.514744,0.517352,0.51996,0.522568,0.525185,0.527802,0.530418,0.533035,0.529984,0.526932,0.523881,0.520829,0.522572,0.524315,0.526059,0.527802,0.525624,0.523446,0.521268,0.51909,0.513431,0.507771,0.502111,0.496452,0.502981,0.50951,0.516039,0.522568,0.526919,0.53127,0.535622,0.539973,0.540408,0.540842,0.541277,0.541712,0.544759,0.547806,0.550853,0.5539,0.558252,0.562603,0.566954,0.571306,0.563911,0.556517,0.549123,0.541729,0.543898,0.546067,0.548236,0.550406,0.554322,0.558239,0.562155,0.566072,0.564329,0.562586,0.560843,0.559099,0.554318,0.549536,0.544755,0.539973,0.640443,0.740913,0.841383,0.941853,0.946752,0.951651,0.95655,0.961449,0.966683,0.971917,0.97715,0.982384,0.980206,0.978028,0.975851,0.973673,0.930499,0.887326,0.844152,0.800979,0.800979,0.800979,0.800979
Load5_cur,0.487485,0.489773,0.492061,0.494349,0.496638,0.489003,0.481368,0.473733,0.466097,0.466864,0.467631,0.468397,0.469164,0.468397,0.467631,0.466864,0.466097,0.463809,0.461521,0.459233,0.456945,0.457326,0.457707,0.458089,0.45847,0.458089,0.457707,0.457326,0.456945,0.458474,0.460003,0.461532,0.463062,0.464206,0.46535,0.466494,0.467638,0.468778,0.469919,0.471059,0.472199,0.476402,0.480605,0.484808,0.48901,0.481757,0.474503,0.467249,0.459995,0.467631,0.475266,0.482901,0.490536,0.486341,0.482146,0.47795,0.473755,0.478713,0.483671,0.488629,0.493587,0.493587,0.493587,0.493587,0.493587,0.508472,0.523357,0.538242,0.553127,0.55313,0.553134,0.553138,0.553142,0.563824,0.574506,0.585188,0.595871,0.587858,0.579845,0.571833,0.56382,0.562672,0.561524,0.560376,0.559228,0.558851,0.558473,0.558096,0.557718,0.532143,0.506569,0.480994,0.455419,0.455419,0.455419,0.455419
Load6_cur,0.743376,0.742271,0.741165,0.74006,0.738955,0.747805,0.756656,0.765507,0.774358,0.771775,0.769192,0.766609,0.764026,0.757393,0.750761,0.744128,0.737495,0.735649,0.733803,0.731957,0.730111,0.742647,0.755182,0.767718,0.780254,0.78357,0.786887,0.790203,0.793519,0.818845,0.844171,0.869497,0.894823,0.912285,0.929747,0.94721,0.964672,0.966643,0.968615,0.970586,0.972558,0.97293,0.973302,0.973674,0.974046,0.975155,0.976265,0.977374,0.978483,0.964819,0.951156,0.937493,0.923829,0.903423,0.883016,0.86261,0.842203,0.84552,0.848836,0.852152,0.855469,0.852152,0.848836,0.84552,0.842203,0.854503,0.866803,0.879103,0.891403,0.923148,0.954893,0.986637,1.018382,1.017645,1.016908,1.016171,1.015434,1.015062,1.01469,1.014318,1.013946,1.016536,1.019126,1.021717,1.024307,1.008676,0.993045,0.977414,0.961783,0.909028,0.856272,0.803516,0.750761,0.750761,0.750761,0.750761
Load7_cur,0.514828,0.511394,0.50796,0.504525,0.501091,0.513966,0.52684,0.539715,0.55259,0.558163,0.563736,0.56931,0.574883,0.568881,0.562879,0.556877,0.550875,0.55259,0.554304,0.556019,0.557734,0.571886,0.586039,0.600191,0.614343,0.640088,0.665832,0.691577,0.717322,0.779821,0.842321,0.90482,0.967319,1.043199,1.119078,1.194958,1.270838,1.261813,1.252788,1.243764,1.234739,1.233449,1.232158,1.230868,1.229577,1.230868,1.232158,1.233449,1.234739,1.236891,1.239044,1.241196,1.243348,1.252806,1.262263,1.271721,1.281179,1.290203,1.299228,1.308252,1.317277,1.311262,1.305247,1.299232,1.293217,1.310413,1.327609,1.344805,1.362001,1.367588,1.373174,1.37876,1.384346,1.380046,1.375746,1.371446,1.367146,1.364569,1.361993,1.359416,1.35684,1.35082,1.344801,1.338782,1.332762,1.235399,1.138037,1.040674,0.943311,0.842196,0.741082,0.639968,0.538853,0.538853,0.538853,0.538853
Load8_cur,0.621626,0.619492,0.617359,0.615225,0.613091,0.613091,0.613091,0.613091,0.613091,0.612736,0.61238,0.612024,0.611669,0.621626,0.631584,0.641541,0.651498,0.674258,0.697018,0.719778,0.742537,0.741115,0.739692,0.73827,0.736848,0.73258,0.728313,0.724045,0.719778,0.714088,0.708398,0.702708,0.697018,0.709109,0.7212,0.733291,0.745382,0.737914,0.730446,0.722978,0.71551,0.716577,0.717644,0.718711,0.719778,0.717288,0.714799,0.71231,0.70982,0.708042,0.706264,0.704486,0.702708,0.702352,0.701997,0.701641,0.701285,0.705197,0.709109,0.713021,0.716933,0.717644,0.718355,0.719066,0.719778,0.728668,0.737559,0.746449,0.75534,0.768853,0.782367,0.795881,0.809394,0.817574,0.825753,0.833932,0.842111,0.833577,0.825042,0.816507,0.807972,0.814729,0.821485,0.828242,0.834999,0.815795,0.796592,0.777388,0.758185,0.748939,0.739692,0.730446,0.7212,0.7212,0.7212,0.7212
Load9_cur,0.575784,0.571459,0.567134,0.562809,0.558483,0.555153,0.551822,0.548492,0.545161,0.544496,0.54383,0.543165,0.5425,0.537835,0.53317,0.528506,0.523841,0.532501,0.541162,0.549823,0.558483,0.558147,0.557811,0.557475,0.557139,0.556144,0.555149,0.554155,0.55316,0.551157,0.549154,0.547151,0.545148,0.55481,0.564472,0.574134,0.583796,0.57647,0.569143,0.561817,0.554491,0.555156,0.555821,0.556487,0.557152,0.559817,0.562482,0.565147,0.567813,0.563481,0.559149,0.554817,0.550485,0.549823,0.549161,0.548498,0.547836,0.546173,0.544509,0.542846,0.541182,0.539512,0.537842,0.536171,0.534501,0.535835,0.537169,0.538504,0.539838,0.546163,0.552488,0.558813,0.565138,0.555149,0.545161,0.535173,0.525185,0.530179,0.535173,0.540167,0.545161,0.551157,0.557152,0.563148,0.569143,0.563481,0.557818,0.552155,0.546492,0.544163,0.541834,0.539505,0.537176,0.537176,0.537176,0.537176
Load10_cur,0.504286,0.512327,0.520368,0.52841,0.536451,0.538569,0.540687,0.542805,0.544923,0.539841,0.53476,0.529678,0.524596,0.529255,0.533914,0.538573,0.543232,0.541537,0.539841,0.538146,0.536451,0.547451,0.558452,0.569453,0.580453,0.579608,0.578762,0.577917,0.577071,0.595263,0.613455,0.631647,0.649839,0.645184,0.640529,0.635875,0.63122,0.635033,0.638847,0.64266,0.646474,0.652815,0.659157,0.665499,0.67184,0.670572,0.669304,0.668035,0.666767,0.668458,0.670149,0.67184,0.673531,0.677336,0.681141,0.684946,0.688751,0.680296,0.67184,0.663385,0.654929,0.668039,0.68115,0.69426,0.70737,0.711175,0.71498,0.718785,0.72259,0.722594,0.722599,0.722603,0.722607,0.724298,0.725989,0.72768,0.729371,0.723448,0.717525,0.711602,0.705679,0.700179,0.694679,0.689178,0.683678,0.654067,0.624456,0.594844,0.565233,0.551269,0.537305,0.52334,0.509376,0.509376,0.509376,0.509376
Load11_cur,0.453028,0.452649,0.452269,0.45189,0.451511,0.442019,0.432527,0.423035,0.413543,0.410129,0.406715,0.4033,0.399886,0.4033,0.406715,0.410129,0.413543,0.412785,0.412026,0.411267,0.410508,0.416965,0.423422,0.429879,0.436336,0.440509,0.444682,0.448855,0.453028,0.454166,0.455304,0.456443,0.457581,0.456822,0.456063,0.455304,0.454546,0.454166,0.453787,0.453408,0.453028,0.453408,0.453787,0.454166,0.454546,0.459102,0.463658,0.468214,0.472771,0.469352,0.465934,0.462516,0.459098,0.453783,0.448468,0.443153,0.437838,0.437459,0.437079,0.4367,0.436321,0.44392,0.451518,0.459117,0.466716,0.468988,0.471261,0.473533,0.475806,0.479982,0.484159,0.488336,0.492513,0.493651,0.494789,0.495927,0.497065,0.494789,0.492513,0.490237,0.487961,0.48227,0.476579,0.470889,0.465198,0.464056,0.462915,0.461773,0.460631,0.45417,0.447709,0.441249,0.434788,0.434788,0.434788,0.434788
Load12_cur,0.648634,0.635762,0.622889,0.610017,0.597145,0.603424,0.609703,0.615983,0.622262,0.612106,0.60195,0.591794,0.581638,0.592528,0.603418,0.614308,0.625198,0.620694,0.61619,0.611686,0.607182,0.623548,0.639914,0.656281,0.672647,0.753519,0.834392,0.915264,0.996136,1.034527,1.072918,1.111309,1.149701,1.152222,1.154744,1.157266,1.159788,1.167347,1.174906,1.182465,1.190024,1.195055,1.200086,1.205117,1.210148,1.210781,1.211415,1.212048,1.212682,1.21457,1.216458,1.218347,1.220235,1.223723,1.22721,1.230698,1.234186,1.223139,1.212092,1.201046,1.189999,1.198812,1.207626,1.21644,1.225253,1.229381,1.233509,1.237636,1.241764,1.239248,1.236733,1.234217,1.231702,1.221916,1.21213,1.202344,1.192558,1.188136,1.183713,1.179291,1.174868,1.133328,1.091788,1.050248,1.008707,0.923626,0.838544,0.753463,0.668382,0.731426,0.79447,0.857514,0.920558,0.920558,0.920558,0.920558
Load13_cur,0.5793,0.581954,0.584608,0.587262,0.589916,0.590674,0.591432,0.59219,0.592949,0.596361,0.599773,0.603185,0.606597,0.607355,0.608113,0.608872,0.60963,0.613042,0.616454,0.619866,0.623278,0.669911,0.716543,0.763175,0.809807,0.845824,0.88184,0.917857,0.953874,0.952357,0.950841,0.949324,0.947808,0.953115,0.958423,0.963731,0.969039,0.96866,0.96828,0.967901,0.967522,0.958802,0.950082,0.941363,0.932643,0.926198,0.919753,0.913308,0.906862,0.908758,0.910654,0.912549,0.914445,0.890181,0.865917,0.841653,0.817389,0.828005,0.83862,0.849236,0.859851,0.857576,0.855302,0.853027,0.850752,0.849615,0.848477,0.84734,0.846203,0.846582,0.846961,0.84734,0.847719,0.878049,0.908379,0.938709,0.969039,0.980033,0.991028,1.002022,1.013017,0.997852,0.982687,0.967522,0.952357,0.902692,0.853027,0.803362,0.753697,0.728675,0.703652,0.67863,0.653608,0.653608,0.653608,0.653608
Load14_cur,0.529036,0.528376,0.527717,0.527058,0.526399,0.52574,0.52508,0.524421,0.523762,0.520796,0.517829,0.514863,0.511897,0.5175,0.523103,0.528706,0.534309,0.535301,0.536293,0.537285,0.538277,0.543551,0.548824,0.554098,0.559371,0.572568,0.585765,0.598962,0.612159,0.61678,0.621401,0.626021,0.630642,0.626025,0.621407,0.61679,0.612172,0.618434,0.624696,0.630959,0.637221,0.635243,0.633266,0.631288,0.629311,0.62766,0.626008,0.624357,0.622706,0.621717,0.620728,0.619739,0.618751,0.612815,0.606879,0.600943,0.595007,0.596325,0.597644,0.598962,0.60028,0.602584,0.604888,0.607192,0.609496,0.610488,0.61148,0.612472,0.613464,0.606543,0.599621,0.5927,0.585778,0.593362,0.600946,0.60853,0.616114,0.615125,0.614136,0.613148,0.612159,0.613144,0.61413,0.615115,0.616101,0.612146,0.60819,0.604235,0.60028,0.586757,0.573234,0.559711,0.546188,0.546188,0.546188,0.546188
Load15_cur,0.574213,0.584638,0.595062,0.605487,0.615912,0.600342,0.584773,0.569203,0.553634,0.551138,0.548642,0.546146,0.54365,0.54338,0.543109,0.542839,0.542569,0.562963,0.583358,0.603752,0.624146,0.640274,0.656402,0.67253,0.688657,0.688657,0.688657,0.688657,0.688657,0.680373,0.672089,0.663804,0.65552,0.693763,0.732006,0.770249,0.808492,0.794224,0.779955,0.765687,0.751419,0.754989,0.758558,0.762128,0.765698,0.759632,0.753566,0.747501,0.741435,0.751423,0.76141,0.771397,0.781385,0.766046,0.750708,0.735369,0.720031,0.718961,0.717891,0.71682,0.71575,0.716468,0.717187,0.717905,0.718623,0.73324,0.747856,0.762473,0.77709,0.791002,0.804915,0.818828,0.83274,0.832026,0.831311,0.830596,0.829882,0.812766,0.795649,0.778533,0.761417,0.760347,0.759277,0.758206,0.757136,0.735736,0.714335,0.692935,0.671534,0.664043,0.656551,0.64906,0.641568,0.641568,0.641568,0.641568
